Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Exfoliator,Avène,Daily Enzyme Peel,57,3.9,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,1,1,1,1
Eye Cream,Elizabeth Arden,Active Revitalizing Eye Gel,27,1.7,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,0,1,0
Face Mask,Bioderma,Deep Hydrating Overnight Mask,181,2.3,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,1,1,1,0
Exfoliator,Natio,Mineral Daily Microfoliant,123,3.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,0
Toner,Dermalogica,Mineral Soothing Mist,36,0.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,1
Face Mask,Clinique,Sensitive Peel-off Mask,227,4.9,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",0,0,1,1,0
Toner,NUXE,Active Soothing Mist,187,3.7,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,0,1,1,1
Moisturizer,Garnier,Active Water Cream,213,1.5,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,0,0,1,0
Night Cream,Natio,Pure Night Recovery Balm,102,1.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,0,0
Exfoliator,PIXI,Deep Daily Microfoliant,101,0.9,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,0,0,1
Toner,Medik8,Sensitive Exfoliating Toner,45,2.2,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",0,1,0,0,0
Exfoliator,AHAVA,Sensitive Daily Microfoliant,74,4.2,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,0,0,0,0
Exfoliator,Weleda,Intense Enzyme Peel,110,1.4,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil.",1,1,0,1,0
Serum,First Aid Beauty,Pro Hyaluronic Acid Serum,172,1.6,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal.",1,0,0,1,1
Moisturizer,PIXI,Daily Water Cream,156,2.3,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,0,1,1
Treatment,CeraVe,Sensitive Retinol Complex,206,0.0,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,1,0,0,1
Treatment,Neutrogena,Sensitive Blemish Treatment,218,4.0,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,0,1,0
Treatment,Dermalogica,Ultra Blemish Treatment,61,1.2,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,1,1,1,0
Toner,Pai Skincare,Sensitive Soothing Mist,83,1.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,0,0
Moisturizer,Bioderma,Active Moisturizing Cream,218,3.5,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,0,0,0,1
Treatment,VICHY,Radiance Retinol Complex,132,1.7,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,0,1,1
Face Mask,Clinique,Daily Peel-off Mask,223,3.1,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,0,1,1,0
Toner,Caudalie,Pro Exfoliating Toner,93,0.3,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,1,0,1,1
Sunscreen,Origins,Deep Mineral Sunscreen,11,2.6,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,0,1,0,1
Cleanser,Natio,Pro Micellar Water,284,1.4,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,0,0
Night Cream,Bioderma,Advanced Restorative Night Cream,216,4.7,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,1,0,1,1
Sunscreen,Bulldog,Radiance Mineral Sunscreen,204,0.3,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,1,1
Serum,OSKIA,Pure Hyaluronic Acid Serum,196,2.4,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*",1,1,1,1,0
Sunscreen,CeraVe,Mineral UV Defense Milk,28,1.3,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,0,0,0,1
Night Cream,Bioderma,Radiance Restorative Night Cream,36,2.0,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,1,0,1,0
Moisturizer,Avène,Active Moisturizing Cream,270,0.7,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,0,0,0,1
Eye Cream,Sukin,Pure Revitalizing Eye Gel,203,2.4,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",0,1,0,0,0
Face Mask,Lancôme,Deep Peel-off Mask,120,2.1,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,0,1,1
Toner,Medik8,Ultra Pore Refining Toner,101,3.2,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,1,1,0
Eye Cream,Garnier,Deep Anti-Aging Eye Cream,167,1.4,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,0,1,1,0
Toner,Caudalie,Pure Pore Refining Toner,280,4.7,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,0,1,0
Treatment,Avène,Sensitive Blemish Treatment,139,1.6,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",0,1,1,0,0
Exfoliator,REN Clean Skincare,Deep Daily Microfoliant,275,1.2,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,0
Moisturizer,REN Clean Skincare,Intense Moisturizing Cream,229,4.8,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,1,1,0,0
Toner,Weleda,Pure Exfoliating Toner,237,4.9,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,1,1,0,1
Serum,Murad,Mineral Hyaluronic Acid Serum,148,3.2,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,0,1
Cleanser,Weleda,Deep Gentle Wash,179,3.4,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,1,1,0
Toner,NUXE,Deep Pore Refining Toner,13,1.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,1,0,1,1
Serum,NUXE,Sensitive Hyaluronic Acid Serum,151,3.2,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,1,1,1,1
Cleanser,REN Clean Skincare,Advanced Micellar Water,40,4.1,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,1,0,1
Toner,Murad,Ultra Soothing Mist,89,2.6,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,0,0,1
Sunscreen,REN Clean Skincare,Radiance Solar Fluid,92,3.6,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,0,1,1,1
Treatment,Bulldog,Radiance Retinol Complex,46,4.3,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract*",0,0,1,0,1
Treatment,Origins,Advanced Retinol Complex,287,3.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,0,1,0,0
Sunscreen,NUXE,Daily Mineral Sunscreen,193,1.9,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,1,0,0,1
Face Mask,Lancôme,Sensitive Clay Mask,46,3.3,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,0,1,0
Moisturizer,Elemis,Pro Water Cream,252,3.6,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,1,0,1
Cleanser,Bulldog,Radiance Purifying Gel,17,1.6,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,0,1,0,0
Cleanser,Avène,Advanced Foaming Cleanser,106,3.0,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,0,0,0,0
Exfoliator,Garnier,Mineral Exfoliating Scrub,111,2.9,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *.",0,1,0,0,0
Toner,Origins,Deep Soothing Mist,160,3.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,0,0
Night Cream,Lancôme,Ultra Night Recovery Balm,237,1.7,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,1,1,0,0
Moisturizer,Caudalie,Advanced Water Cream,204,3.9,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",0,0,1,1,0
Treatment,Estée Lauder,Ultra Salicylic Acid Solution,182,1.7,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,0
Sunscreen,Pai Skincare,Daily Solar Fluid,293,1.7,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,1,0,0
Night Cream,COSRX,Deep Restorative Night Cream,17,2.3,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,1,1,1,1
Moisturizer,PIXI,Pro Daily Moisturizer,218,2.1,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,0,0,0
Eye Cream,Medik8,Sensitive Dark Circle Corrector,256,3.4,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,1,0,0,1
Exfoliator,First Aid Beauty,Pure Exfoliating Scrub,239,0.6,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,0,1,0,0
Eye Cream,Origins,Deep Dark Circle Corrector,101,1.5,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,1,0,1
Eye Cream,Origins,Active Revitalizing Eye Gel,208,3.6,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,1,0,0,0
Exfoliator,COSRX,Deep AHA/BHA Solution,209,0.4,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,1,1
Serum,The Ordinary,Pure Radiance Glow Serum,223,0.1,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,0,1,0,1
Exfoliator,CeraVe,Radiance Daily Microfoliant,57,1.8,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,1,1,1,1
Eye Cream,Medik8,Advanced Dark Circle Corrector,211,0.9,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,0,1,1,0
Treatment,Bulldog,Deep Repairing Serum,65,1.9,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,0,0,0
Moisturizer,First Aid Beauty,Ultra Water Cream,16,1.2,"Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,0,1,1
Cleanser,Neutrogena,Sensitive Purifying Gel,245,1.0,"Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract",0,0,0,1,0
Eye Cream,Lancôme,Sensitive Revitalizing Eye Gel,80,0.7,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,1,1,0
Serum,Sukin,Deep Active Essence,38,3.2,"Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil",1,0,0,0,1
Exfoliator,Bioderma,Daily AHA/BHA Solution,37,0.2,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,0,0,0
Sunscreen,L'Oréal,Sensitive Mineral Sunscreen,292,0.6,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,0,1,0,0
Treatment,Sukin,Radiance Retinol Complex,54,1.7,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,1,1,0
Exfoliator,AHAVA,Mineral AHA/BHA Solution,191,3.6,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,1,0,0
Moisturizer,Elemis,Sensitive Moisturizing Cream,228,1.5,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,0,0,1,1
Cleanser,Clinique,Pro Gentle Wash,91,0.7,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,0
Sunscreen,Origins,Advanced Solar Fluid,123,3.6,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,0,1,0
Serum,Weleda,Daily Hyaluronic Acid Serum,198,4.5,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,1,0,1,0
Eye Cream,Estée Lauder,Pure Revitalizing Eye Gel,106,1.1,"Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate",0,1,0,0,1
Face Mask,AHAVA,Advanced Sheet Mask,225,1.6,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,1,0,1
Sunscreen,Origins,Radiance Solar Fluid,33,1.8,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,1,0
Serum,Murad,Active Vitamin C Booster,20,2.9,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,1,0,1
Cleanser,Origins,Intense Gentle Wash,216,0.4,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,1,1,1,0
Treatment,Lancôme,Mineral Repairing Serum,39,0.2,"Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,1,0,1
Face Mask,Bulldog,Ultra Sheet Mask,293,3.2,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,0,1,0,1
Treatment,Natio,Pure Salicylic Acid Solution,285,4.4,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,1,0,1
Exfoliator,Dermalogica,Radiance Exfoliating Scrub,292,3.6,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,0,1,0
Exfoliator,Dermalogica,Intense AHA/BHA Solution,262,1.8,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,1,0,1,0
Cleanser,Pai Skincare,Mineral Purifying Gel,192,4.1,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,0,0,1,1
Night Cream,Clinique,Deep Night Recovery Balm,222,2.5,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,0,0,0
Face Mask,Medik8,Active Clay Mask,238,0.3,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,1,0,0
Eye Cream,Sukin,Pro Dark Circle Corrector,172,1.9,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,0,1,0
Face Mask,OSKIA,Active Peel-off Mask,72,1.4,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,0,1,0
Eye Cream,PIXI,Ultra Revitalizing Eye Gel,277,0.1,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,0,0,0,0
Eye Cream,Estée Lauder,Sensitive Revitalizing Eye Gel,232,3.7,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,1,1,0,1
Face Mask,First Aid Beauty,Advanced Clay Mask,176,3.2,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,0,1,1,0
Exfoliator,Bulldog,Daily Exfoliating Scrub,93,3.2,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,1,1,0,0
Toner,Elizabeth Arden,Active Exfoliating Toner,278,4.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,1,0
Moisturizer,Neutrogena,Active Water Cream,145,4.7,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,1,1,0,0
Night Cream,The INKEY List,Ultra Restorative Night Cream,273,4.1,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,0,0,0
Eye Cream,Natio,Deep Revitalizing Eye Gel,72,3.5,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,1,1,1
Exfoliator,Bulldog,Daily Enzyme Peel,38,1.1,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,1,0,1
Night Cream,PIXI,Ultra Deep Sleep Cream,35,4.6,"Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract",0,0,0,0,0
Night Cream,La Roche-Posay,Daily Deep Sleep Cream,48,1.7,"Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil",0,1,1,0,1
Cleanser,Clinique,Ultra Purifying Gel,222,2.4,"Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,0,1,0
Cleanser,Caudalie,Intense Foaming Cleanser,122,2.1,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,0,1,0,1
Treatment,Bulldog,Pure Blemish Treatment,241,2.9,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,1,0,0
Serum,Weleda,Deep Vitamin C Booster,218,4.2,"Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,1,1,1
